,link,City,District,Street,Meters,Floor,Rooms,Price
1601,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-krancowa-56m2-mzn2041241817,Warszawa,Stare Włochy,Krańcowa,56.0,3,3,849000
1602,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-edmunda-jana-osmanczyka-72m2-mzn2045087661,Warszawa,Bemowo,Edmunda Jana Osmańczyka,72.0,3/7,3,1199000
1603,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-komitetu-obrony-robotnikow-56m2-mzn2044050907,Warszawa,Okęcie,Komitetu Obrony Robotników,56.0,3/4,3,750000
1604,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-lechicka-76m2-mzn2044542909,Warszawa,Włochy,Lechicka,76.0,0/2,3,1123000
1605,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-instalatorow-63m2-mzn2044926426,Warszawa,Raków,Instalatorów,63.0,4/6,3,1318720
1606,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-komitetu-obrony-robotnikow-56m2-mzn2044050907,Warszawa,Okęcie,Komitetu Obrony Robotników,56.0,3/4,3,750000
1607,/oferta/sprzedaz-mieszkanie-warszawa-ursus-elzbiety-rakuszanki-56m2-mzn2044805576,Warszawa,Gołąbki,Elżbiety Rakuszanki,56.0,2/8,2,900000
1608,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-notecka-59m2-mzn2043175975,Warszawa,Włochy,Notecka,59.0,0/1,2,595000
1609,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-90m2-mzn2042604249,Warszawa,Bemowo,Bemowo,90.0,1/3,3,1366095
1610,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-117m2-mzn2044077968,Warszawa,Bemowo,Bemowo,117.0,0/3,3,1690741
1611,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-45m2-mzn2044770283,Warszawa,Włochy,Równoległa,45.0,1/6,2,736271
1612,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-45m2-mzn2044770282,Warszawa,Włochy,Równoległa,45.0,1/6,2,736271
1613,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-53m2-mzn2044770281,Warszawa,Włochy,Równoległa,53.0,5/6,3,849060
1614,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-53m2-mzn2044770280,Warszawa,Włochy,Równoległa,53.0,5/6,3,849060
1615,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-66m2-mzn2044770279,Warszawa,Włochy,Równoległa,66.0,1/6,3,929066
1616,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-66m2-mzn2044770278,Warszawa,Włochy,Równoległa,66.0,1/6,3,929066
1617,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-53m2-mzn2044685673,Warszawa,Włochy,Włochy,53.0,8/10,2,965481
1618,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-66m2-mzn2044687203,Warszawa,Włochy,Włochy,66.0,1/10,3,1082766
1619,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-66m2-mzn2044685672,Warszawa,Włochy,Włochy,66.0,1/10,3,1082766
1620,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-66m2-mzn2044660297,Warszawa,Włochy,Włochy,66.0,1/10,3,1082766
1621,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-52m2-mzn2044685709,Warszawa,Włochy,Włochy,52.0,1/10,2,873021
1622,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-53m2-mzn2044660296,Warszawa,Włochy,Włochy,53.0,8/10,2,965481
1623,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-52m2-mzn2044660241,Warszawa,Włochy,Włochy,52.0,1/10,2,873021
1624,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-51m2-mzn2044685710,Warszawa,Włochy,Włochy,51.0,6/10,2,871888
1625,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-51m2-mzn2044660240,Warszawa,Włochy,Włochy,51.0,6/10,2,871888
1626,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-49m2-mzn2044685711,Warszawa,Włochy,Włochy,49.0,3/10,2,847845
1627,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-49m2-mzn2044660153,Warszawa,Włochy,Włochy,49.0,3/10,2,847845
1628,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-krancowa-56m2-mzn2041241817,Warszawa,Stare Włochy,Krańcowa,56.0,3,3,849000
1629,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-lopuszanska-67m2-mzn2044995967,Warszawa,Włochy,Łopuszańska,67.0,3/4,3,996000
1630,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-juliusza-kaden-bandrowskiego-62m2-mzn2045107085,Warszawa,Bemowo,Juliusza Kaden-Bandrowskiego,62.0,9/12,3,740000
1631,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-lechicka-76m2-mzn2044542909,Warszawa,Włochy,Lechicka,76.0,0/2,3,1123000
1632,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-instalatorow-63m2-mzn2044926426,Warszawa,Raków,Instalatorów,63.0,4/6,3,1318720
1633,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-komitetu-obrony-robotnikow-56m2-mzn2044050907,Warszawa,Okęcie,Komitetu Obrony Robotników,56.0,3/4,3,750000
1634,/oferta/sprzedaz-mieszkanie-warszawa-ursus-elzbiety-rakuszanki-56m2-mzn2044805576,Warszawa,Gołąbki,Elżbiety Rakuszanki,56.0,2/8,2,900000
1635,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-notecka-59m2-mzn2043175975,Warszawa,Włochy,Notecka,59.0,0/1,2,595000
1636,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-90m2-mzn2042604249,Warszawa,Bemowo,Bemowo,90.0,1/3,3,1366095
1637,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-117m2-mzn2044077968,Warszawa,Bemowo,Bemowo,117.0,0/3,3,1690741
1638,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-45m2-mzn2044770283,Warszawa,Włochy,Równoległa,45.0,1/6,2,736271
1639,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-45m2-mzn2044770282,Warszawa,Włochy,Równoległa,45.0,1/6,2,736271
1640,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-53m2-mzn2044770281,Warszawa,Włochy,Równoległa,53.0,5/6,3,849060
1641,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-53m2-mzn2044770280,Warszawa,Włochy,Równoległa,53.0,5/6,3,849060
1642,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-66m2-mzn2044770279,Warszawa,Włochy,Równoległa,66.0,1/6,3,929066
1643,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-66m2-mzn2044770278,Warszawa,Włochy,Równoległa,66.0,1/6,3,929066
1644,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-53m2-mzn2044685673,Warszawa,Włochy,Włochy,53.0,8/10,2,965481
1645,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-66m2-mzn2044687203,Warszawa,Włochy,Włochy,66.0,1/10,3,1082766
1646,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-66m2-mzn2044685672,Warszawa,Włochy,Włochy,66.0,1/10,3,1082766
1647,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-66m2-mzn2044660297,Warszawa,Włochy,Włochy,66.0,1/10,3,1082766
1648,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-52m2-mzn2044685709,Warszawa,Włochy,Włochy,52.0,1/10,2,873021
1649,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-53m2-mzn2044660296,Warszawa,Włochy,Włochy,53.0,8/10,2,965481
1650,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-52m2-mzn2044660241,Warszawa,Włochy,Włochy,52.0,1/10,2,873021
1651,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-51m2-mzn2044685710,Warszawa,Włochy,Włochy,51.0,6/10,2,871888
1652,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-51m2-mzn2044660240,Warszawa,Włochy,Włochy,51.0,6/10,2,871888
1653,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-49m2-mzn2044685711,Warszawa,Włochy,Włochy,49.0,3/10,2,847845
1654,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-49m2-mzn2044660153,Warszawa,Włochy,Włochy,49.0,3/10,2,847845
1655,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-krancowa-56m2-mzn2041241817,Warszawa,Stare Włochy,Krańcowa,56.0,3,3,849000
1656,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-lopuszanska-67m2-mzn2044995967,Warszawa,Włochy,Łopuszańska,67.0,3/4,3,996000
1657,/oferta/sprzedaz-mieszkanie-warszawa-ursus-jozefa-chelmonskiego-49m2-mzn2043043956,Warszawa,Skorosze,Józefa Chełmońskiego,49.0,0/6,2,715000
1658,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-lechicka-76m2-mzn2044542909,Warszawa,Włochy,Lechicka,76.0,0/2,3,1123000
1659,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-instalatorow-63m2-mzn2044926426,Warszawa,Raków,Instalatorów,63.0,4/6,3,1318720
1660,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-komitetu-obrony-robotnikow-56m2-mzn2044050907,Warszawa,Okęcie,Komitetu Obrony Robotników,56.0,3/4,3,750000
1661,/oferta/sprzedaz-mieszkanie-warszawa-ursus-elzbiety-rakuszanki-56m2-mzn2044805576,Warszawa,Gołąbki,Elżbiety Rakuszanki,56.0,2/8,2,900000
1662,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-notecka-59m2-mzn2043175975,Warszawa,Włochy,Notecka,59.0,0/1,2,595000
1663,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-90m2-mzn2042604249,Warszawa,Bemowo,Bemowo,90.0,1/3,3,1366095
1664,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-117m2-mzn2044077968,Warszawa,Bemowo,Bemowo,117.0,0/3,3,1690741
1665,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-45m2-mzn2044770283,Warszawa,Włochy,Równoległa,45.0,1/6,2,736271
1666,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-45m2-mzn2044770282,Warszawa,Włochy,Równoległa,45.0,1/6,2,736271
1667,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-53m2-mzn2044770281,Warszawa,Włochy,Równoległa,53.0,5/6,3,849060
1668,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-53m2-mzn2044770280,Warszawa,Włochy,Równoległa,53.0,5/6,3,849060
1669,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-66m2-mzn2044770279,Warszawa,Włochy,Równoległa,66.0,1/6,3,929066
1670,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-66m2-mzn2044770278,Warszawa,Włochy,Równoległa,66.0,1/6,3,929066
1671,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-53m2-mzn2044685673,Warszawa,Włochy,Włochy,53.0,8/10,2,965481
1672,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-66m2-mzn2044687203,Warszawa,Włochy,Włochy,66.0,1/10,3,1082766
1673,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-66m2-mzn2044685672,Warszawa,Włochy,Włochy,66.0,1/10,3,1082766
1674,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-66m2-mzn2044660297,Warszawa,Włochy,Włochy,66.0,1/10,3,1082766
1675,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-52m2-mzn2044685709,Warszawa,Włochy,Włochy,52.0,1/10,2,873021
1676,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-53m2-mzn2044660296,Warszawa,Włochy,Włochy,53.0,8/10,2,965481
1677,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-52m2-mzn2044660241,Warszawa,Włochy,Włochy,52.0,1/10,2,873021
1678,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-51m2-mzn2044685710,Warszawa,Włochy,Włochy,51.0,6/10,2,871888
1679,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-51m2-mzn2044660240,Warszawa,Włochy,Włochy,51.0,6/10,2,871888
1680,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-49m2-mzn2044685711,Warszawa,Włochy,Włochy,49.0,3/10,2,847845
1681,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-49m2-mzn2044660153,Warszawa,Włochy,Włochy,49.0,3/10,2,847845
1682,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-krancowa-56m2-mzn2041241817,Warszawa,Stare Włochy,Krańcowa,56.0,3,3,849000
1683,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-edmunda-jana-osmanczyka-72m2-mzn2045087661,Warszawa,Bemowo,Edmunda Jana Osmańczyka,72.0,3/7,3,1199000
1684,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-juliusza-kaden-bandrowskiego-62m2-mzn2045107085,Warszawa,Bemowo,Juliusza Kaden-Bandrowskiego,62.0,9/12,3,740000
1685,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-lechicka-76m2-mzn2044542909,Warszawa,Włochy,Lechicka,76.0,0/2,3,1123000
1686,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-instalatorow-63m2-mzn2044926426,Warszawa,Raków,Instalatorów,63.0,4/6,3,1318720
1687,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-komitetu-obrony-robotnikow-56m2-mzn2044050907,Warszawa,Okęcie,Komitetu Obrony Robotników,56.0,3/4,3,750000
1688,/oferta/sprzedaz-mieszkanie-warszawa-ursus-elzbiety-rakuszanki-56m2-mzn2044805576,Warszawa,Gołąbki,Elżbiety Rakuszanki,56.0,2/8,2,900000
1689,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-notecka-59m2-mzn2043175975,Warszawa,Włochy,Notecka,59.0,0/1,2,595000
1690,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-90m2-mzn2042604249,Warszawa,Bemowo,Bemowo,90.0,1/3,3,1366095
1691,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-117m2-mzn2044077968,Warszawa,Bemowo,Bemowo,117.0,0/3,3,1690741
1692,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-45m2-mzn2044770283,Warszawa,Włochy,Równoległa,45.0,1/6,2,736271
1693,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-45m2-mzn2044770282,Warszawa,Włochy,Równoległa,45.0,1/6,2,736271
1694,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-53m2-mzn2044770281,Warszawa,Włochy,Równoległa,53.0,5/6,3,849060
1695,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-53m2-mzn2044770280,Warszawa,Włochy,Równoległa,53.0,5/6,3,849060
1696,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-66m2-mzn2044770279,Warszawa,Włochy,Równoległa,66.0,1/6,3,929066
1697,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-66m2-mzn2044770278,Warszawa,Włochy,Równoległa,66.0,1/6,3,929066
1698,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-53m2-mzn2044685673,Warszawa,Włochy,Włochy,53.0,8/10,2,965481
1699,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-66m2-mzn2044687203,Warszawa,Włochy,Włochy,66.0,1/10,3,1082766
1700,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-66m2-mzn2044685672,Warszawa,Włochy,Włochy,66.0,1/10,3,1082766
1701,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-66m2-mzn2044660297,Warszawa,Włochy,Włochy,66.0,1/10,3,1082766
1702,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-52m2-mzn2044685709,Warszawa,Włochy,Włochy,52.0,1/10,2,873021
1703,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-53m2-mzn2044660296,Warszawa,Włochy,Włochy,53.0,8/10,2,965481
1704,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-52m2-mzn2044660241,Warszawa,Włochy,Włochy,52.0,1/10,2,873021
1705,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-51m2-mzn2044685710,Warszawa,Włochy,Włochy,51.0,6/10,2,871888
1706,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-51m2-mzn2044660240,Warszawa,Włochy,Włochy,51.0,6/10,2,871888
1707,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-49m2-mzn2044685711,Warszawa,Włochy,Włochy,49.0,3/10,2,847845
1708,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-49m2-mzn2044660153,Warszawa,Włochy,Włochy,49.0,3/10,2,847845
1709,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-krancowa-56m2-mzn2041241817,Warszawa,Stare Włochy,Krańcowa,56.0,3,3,849000
1710,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-juliusza-kaden-bandrowskiego-62m2-mzn2045107085,Warszawa,Bemowo,Juliusza Kaden-Bandrowskiego,62.0,9/12,3,740000
1711,/oferta/sprzedaz-mieszkanie-warszawa-ursus-jozefa-chelmonskiego-49m2-mzn2043043956,Warszawa,Skorosze,Józefa Chełmońskiego,49.0,0/6,2,715000
1712,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-lechicka-76m2-mzn2044542909,Warszawa,Włochy,Lechicka,76.0,0/2,3,1123000
1713,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-instalatorow-63m2-mzn2044926426,Warszawa,Raków,Instalatorów,63.0,4/6,3,1318720
1714,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-komitetu-obrony-robotnikow-56m2-mzn2044050907,Warszawa,Okęcie,Komitetu Obrony Robotników,56.0,3/4,3,750000
1715,/oferta/sprzedaz-mieszkanie-warszawa-ursus-elzbiety-rakuszanki-56m2-mzn2044805576,Warszawa,Gołąbki,Elżbiety Rakuszanki,56.0,2/8,2,900000
1716,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-notecka-59m2-mzn2043175975,Warszawa,Włochy,Notecka,59.0,0/1,2,595000
1717,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-90m2-mzn2042604249,Warszawa,Bemowo,Bemowo,90.0,1/3,3,1366095
1718,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-117m2-mzn2044077968,Warszawa,Bemowo,Bemowo,117.0,0/3,3,1690741
1719,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-45m2-mzn2044770283,Warszawa,Włochy,Równoległa,45.0,1/6,2,736271
1720,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-45m2-mzn2044770282,Warszawa,Włochy,Równoległa,45.0,1/6,2,736271
1721,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-53m2-mzn2044770281,Warszawa,Włochy,Równoległa,53.0,5/6,3,849060
1722,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-53m2-mzn2044770280,Warszawa,Włochy,Równoległa,53.0,5/6,3,849060
1723,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-66m2-mzn2044770279,Warszawa,Włochy,Równoległa,66.0,1/6,3,929066
1724,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-66m2-mzn2044770278,Warszawa,Włochy,Równoległa,66.0,1/6,3,929066
1725,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-53m2-mzn2044685673,Warszawa,Włochy,Włochy,53.0,8/10,2,965481
1726,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-66m2-mzn2044687203,Warszawa,Włochy,Włochy,66.0,1/10,3,1082766
1727,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-66m2-mzn2044685672,Warszawa,Włochy,Włochy,66.0,1/10,3,1082766
1728,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-66m2-mzn2044660297,Warszawa,Włochy,Włochy,66.0,1/10,3,1082766
1729,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-52m2-mzn2044685709,Warszawa,Włochy,Włochy,52.0,1/10,2,873021
1730,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-53m2-mzn2044660296,Warszawa,Włochy,Włochy,53.0,8/10,2,965481
1731,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-52m2-mzn2044660241,Warszawa,Włochy,Włochy,52.0,1/10,2,873021
1732,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-51m2-mzn2044685710,Warszawa,Włochy,Włochy,51.0,6/10,2,871888
1733,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-51m2-mzn2044660240,Warszawa,Włochy,Włochy,51.0,6/10,2,871888
1734,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-49m2-mzn2044685711,Warszawa,Włochy,Włochy,49.0,3/10,2,847845
1735,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-49m2-mzn2044660153,Warszawa,Włochy,Włochy,49.0,3/10,2,847845
1736,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-krancowa-56m2-mzn2041241817,Warszawa,Stare Włochy,Krańcowa,56.0,3,3,849000
1737,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-1-sierpnia-50m2-mzn2044017015,Warszawa,Włochy,1 Sierpnia,50.0,3/10,3,699000
1738,/oferta/sprzedaz-mieszkanie-warszawa-ursus-jozefa-chelmonskiego-49m2-mzn2043043956,Warszawa,Skorosze,Józefa Chełmońskiego,49.0,0/6,2,715000
1739,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-lechicka-76m2-mzn2044542909,Warszawa,Włochy,Lechicka,76.0,0/2,3,1123000
1740,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-instalatorow-63m2-mzn2044926426,Warszawa,Raków,Instalatorów,63.0,4/6,3,1318720
1741,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-komitetu-obrony-robotnikow-56m2-mzn2044050907,Warszawa,Okęcie,Komitetu Obrony Robotników,56.0,3/4,3,750000
1742,/oferta/sprzedaz-mieszkanie-warszawa-ursus-elzbiety-rakuszanki-56m2-mzn2044805576,Warszawa,Gołąbki,Elżbiety Rakuszanki,56.0,2/8,2,900000
1743,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-notecka-59m2-mzn2043175975,Warszawa,Włochy,Notecka,59.0,0/1,2,595000
1744,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-90m2-mzn2042604249,Warszawa,Bemowo,Bemowo,90.0,1/3,3,1366095
1745,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-117m2-mzn2044077968,Warszawa,Bemowo,Bemowo,117.0,0/3,3,1690741
1746,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-45m2-mzn2044770283,Warszawa,Włochy,Równoległa,45.0,1/6,2,736271
1747,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-45m2-mzn2044770282,Warszawa,Włochy,Równoległa,45.0,1/6,2,736271
1748,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-53m2-mzn2044770281,Warszawa,Włochy,Równoległa,53.0,5/6,3,849060
1749,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-53m2-mzn2044770280,Warszawa,Włochy,Równoległa,53.0,5/6,3,849060
1750,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-66m2-mzn2044770279,Warszawa,Włochy,Równoległa,66.0,1/6,3,929066
1751,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-66m2-mzn2044770278,Warszawa,Włochy,Równoległa,66.0,1/6,3,929066
1752,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-53m2-mzn2044685673,Warszawa,Włochy,Włochy,53.0,8/10,2,965481
1753,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-66m2-mzn2044687203,Warszawa,Włochy,Włochy,66.0,1/10,3,1082766
1754,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-66m2-mzn2044685672,Warszawa,Włochy,Włochy,66.0,1/10,3,1082766
1755,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-66m2-mzn2044660297,Warszawa,Włochy,Włochy,66.0,1/10,3,1082766
1756,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-52m2-mzn2044685709,Warszawa,Włochy,Włochy,52.0,1/10,2,873021
1757,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-53m2-mzn2044660296,Warszawa,Włochy,Włochy,53.0,8/10,2,965481
1758,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-52m2-mzn2044660241,Warszawa,Włochy,Włochy,52.0,1/10,2,873021
1759,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-51m2-mzn2044685710,Warszawa,Włochy,Włochy,51.0,6/10,2,871888
1760,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-51m2-mzn2044660240,Warszawa,Włochy,Włochy,51.0,6/10,2,871888
1761,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-49m2-mzn2044685711,Warszawa,Włochy,Włochy,49.0,3/10,2,847845
1762,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-49m2-mzn2044660153,Warszawa,Włochy,Włochy,49.0,3/10,2,847845
1763,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-krancowa-56m2-mzn2041241817,Warszawa,Stare Włochy,Krańcowa,56.0,3,3,849000
1764,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-debicka-76m2-mzn2044816983,Warszawa,Bemowo,Dębicka,76.0,1/8,3,1250000
1765,/oferta/sprzedaz-mieszkanie-warszawa-ursus-jozefa-chelmonskiego-49m2-mzn2043043956,Warszawa,Skorosze,Józefa Chełmońskiego,49.0,0/6,2,715000
1766,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-lechicka-76m2-mzn2044542909,Warszawa,Włochy,Lechicka,76.0,0/2,3,1123000
1767,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-instalatorow-63m2-mzn2044926426,Warszawa,Raków,Instalatorów,63.0,4/6,3,1318720
1768,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-komitetu-obrony-robotnikow-56m2-mzn2044050907,Warszawa,Okęcie,Komitetu Obrony Robotników,56.0,3/4,3,750000
1769,/oferta/sprzedaz-mieszkanie-warszawa-ursus-elzbiety-rakuszanki-56m2-mzn2044805576,Warszawa,Gołąbki,Elżbiety Rakuszanki,56.0,2/8,2,900000
1770,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-notecka-59m2-mzn2043175975,Warszawa,Włochy,Notecka,59.0,0/1,2,595000
1771,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-90m2-mzn2042604249,Warszawa,Bemowo,Bemowo,90.0,1/3,3,1366095
1772,/oferta/sprzedaz-mieszkanie-warszawa-bemowo-117m2-mzn2044077968,Warszawa,Bemowo,Bemowo,117.0,0/3,3,1690741
1773,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-45m2-mzn2044770283,Warszawa,Włochy,Równoległa,45.0,1/6,2,736271
1774,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-45m2-mzn2044770282,Warszawa,Włochy,Równoległa,45.0,1/6,2,736271
1775,/oferta/sprzedaz-mieszkanie-warszawa-wlochy-rownolegla-53m2-mzn2044770281,Warszawa,Włochy,Równoległa,53.0,5/6,3,849060
